,stn_name,stn_id,stn_lon,stn_lat,stn_ele,stn_obs_hgt,stn_mnet_id,stn_tmzn,stn_datetime_start,stn_datetime_end,stn_state,stn_county,stn_cwa,stn_notes
30,"Mercury, Desert Rock Airport",KDRA,-116.02868,36.6207,3238.0,10.0,1,America/Los_Angeles,1997-01-01 00:00:00.000000,2020-09-08 22:53:00.000000,NV,Nye,VEF, 
290,Minden-Tahoe Airport,KMEV,-119.75,38.9963,4722.0,10.0,1,America/Los_Angeles,2014-05-23 00:00:00.000000,2020-09-08 23:35:00.000000,NV,Douglas,REV, 
219,Mission Beach,KL58,-117.23333,32.76667,7.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.451088,2020-09-19 15:40:18.451088,CA,San Diego,SGX, 
63,Modesto City-County Airport - Harry Sham Field,KMOD,-120.9549,37.62549,85.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2020-09-08 23:25:00.000000,CA,Stanislaus,STO, 
61,Mojave,KMHV,-118.15,35.06667,2785.0,10.0,1,America/Los_Angeles,1998-07-14 00:00:00.000000,2020-09-08 23:20:00.000000,CA,Kern,HNX, 
160,Montague,K1O5,-122.55,41.73333,2526.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.450591,2020-09-19 15:40:18.450591,CA,Siskiyou,MFR, 
123,Montague Siskiyou County Airport,KSIY,-122.46817,41.77375,2644.0,10.0,1,America/Los_Angeles,1997-02-09 00:00:00.000000,2020-09-08 23:20:00.000000,CA,Siskiyou,MFR, 
225,Monterey Nexrad,KMUX,-121.9,37.16667,3550.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.451115,2020-09-19 15:40:18.451116,CA,Santa Clara,MTR, 
64,Monterey Regional Airport,KMRY,-121.84875,36.59047,167.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2020-09-08 23:20:00.000000,CA,Monterey,MTR, 
60,Mount Shasta,KMHS,-122.31702,41.31494,3540.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2020-09-08 22:56:00.000000,CA,Siskiyou,MFR, 
260,Mount Wilson,KMWS,-118.07,34.22,5705.0,10.0,1,America/Los_Angeles,2010-11-01 00:00:00.000000,2015-05-13 13:45:00.000000,CA,Los Angeles,LOX, 
80,"Mountain View, Moffett Field",KNUQ,-122.04806,37.40583,33.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2020-09-08 13:55:00.000000,CA,Santa Clara,MTR, 
299,Murray Field,KEKA,-124.11299,40.80339,7.0,10.0,1,America/Los_Angeles,2020-06-27 12:00:00.000000,2020-07-13 00:00:00.000000,CA,Humboldt,EKA, 
288,Murrieta/Temecula French Valley,KF70,-117.1285,33.5742,1350.0,10.0,1,America/Los_Angeles,2013-11-25 00:00:00.000000,2020-09-08 23:35:00.000000,CA,Riverside,SGX, 
7,"Napa, Napa County Airport",KAPC,-122.27944,38.2075,33.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2020-09-08 23:20:00.000000,CA,Napa,MTR, 
32,"Needles, Needles Airport",KEED,-114.62333,34.76611,890.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2020-09-08 23:20:00.000000,CA,San Bernardino,VEF, 
208,Nellis Afb - Indian Springs Auxiliary Airfield,KINS,-115.69008,36.58573,3130.0,10.0,1,America/Los_Angeles,2005-04-19 00:00:00.000000,2020-09-08 22:58:00.000000,NV,Clark,VEF, 
52,Nellis Air Force Base,KLSV,-115.03333,36.23333,1870.0,10.0,1,America/Los_Angeles,1997-01-02 00:00:00.000000,2020-09-08 22:58:00.000000,NV,Clark,VEF, 
283,Nevada County Air Park,KGOO,-121.003083,39.224028,3154.0,10.0,1,America/Los_Angeles,2012-01-20 00:00:00.000000,2020-09-08 23:35:00.000000,CA,Nevada,STO, 
164,Newhall,K3A6,-118.56667,34.36667,1401.0,10.0,1,America/Los_Angeles,2004-11-23 00:00:00.000000,2011-09-05 06:30:00.000000,CA,Los Angeles,LOX, 
210,Newport,KJNW,-124.06667,44.58333,157.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.451047,2020-09-19 15:40:18.451047,OR,Lincoln,PQR, 
165,Newport Beach,K3L3,-117.88333,33.6,10.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.450643,2020-09-19 15:40:18.450643,CA,Orange,LOX, 
89,"Newport, Newport Municipal Airport",KONP,-124.05806,44.58028,161.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2020-09-08 23:35:00.000000,OR,Lincoln,PQR, 
157,Newport/South Jetty,KNWP,-124.07,44.61,13.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.450531,2020-09-19 15:40:18.450534,OR,Lincoln,PQR, 
249,Novato / Gnoss Field,KDVO,-122.55463,38.14178,3.0,10.0,1,America/Los_Angeles,2008-02-15 00:00:00.000000,2020-09-08 23:35:00.000000,CA,Marin,MTR, 
85,"Oakland, Metro Oakland International Airport",KOAK,-122.23294,37.7178,3.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2020-09-08 23:20:00.000000,CA,Alameda,MTR, 
295,Oceano County Airport,KL52,-120.62236,35.10147,14.0,10.0,1,America/Los_Angeles,2018-07-19 20:59:00.000000,2020-09-08 23:35:00.000000,CA,San Luis Obispo,LOX, 
270,Oceanside,KL32,-116.65,33.22,26.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.454720,2020-09-19 15:40:18.454720,CA,San Diego,SGX, 
216,Oceanside Harbor,KL34,-117.4,33.21667,30.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.451076,2020-09-19 15:40:18.451077,CA,San Diego,SGX, 
67,"Oceanside, Camp Pendleton, Marine Corps Air Station",KNFG,-117.35389,33.30472,75.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2020-09-08 22:55:00.000000,CA,San Diego,SGX, 
87,"Oceanside, Oceanside Municipal Airport",KOKB,-117.35139,33.21806,30.0,10.0,1,America/Los_Angeles,1999-12-24 00:00:00.000000,2020-09-08 23:20:00.000000,CA,San Diego,SGX, 
90,Ontario International Airport,KONT,-117.57685,34.05316,906.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2020-09-08 23:20:00.000000,CA,San Bernardino,SGX, 
88,Ontario Municipal Airport,KONO,-117.00808,44.01424,2185.0,10.0,1,America/Boise,1997-04-12 00:00:00.000000,2020-09-08 23:20:00.000000,OR,Malheur,BOI, 
261,Orange Cty/88D,KSOX,-116.37,33.82,3028.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.454675,2020-09-19 15:40:18.454676,CA,Riverside,SGX, 
262,Orcutt Oil/Vbg,KVBX,-119.6,34.83,1224.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.454680,2020-09-19 15:40:18.454680,CA,Santa Barbara,LOX, 
92,Oroville Municipal Airport,KOVE,-121.62223,39.49436,180.0,10.0,1,America/Los_Angeles,1999-12-24 00:00:00.000000,2020-09-08 23:20:00.000000,CA,Butte,STO, 
230,Owyhee,KOWY,-116.1,41.95,5397.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.451169,2020-09-19 15:40:18.451169,NV,Elko,LKN, 
220,Oxnard / Channel Island,KL79,-119.21667,34.16667,7.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.451092,2020-09-19 15:40:18.451092,CA,Ventura,LOX, 
93,"Oxnard, Oxnard Airport",KOXR,-119.20306,34.20056,43.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2020-09-08 23:20:00.000000,CA,Ventura,LOX, 
101,Palm Springs Regional Airport,KPSP,-116.50431,33.82219,407.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2020-09-08 23:20:00.000000,CA,Riverside,SGX, 
139,"Palm Springs, Jacqueline Cochran Regional Airport",KTRM,-116.15944,33.62667,-125.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2020-08-31 15:45:00.000000,CA,Riverside,SGX, 
98,"Palmdale, Palmdale Production Flight Plant",KPMD,-118.08139,34.62972,2543.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2020-09-08 23:20:00.000000,CA,Los Angeles,LOX, 
97,Palo Alto Airport,KPAO,-122.11667,37.46667,7.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2020-09-08 22:47:00.000000,CA,San Mateo,MTR, 
100,Paso Robles Municipal Airport,KPRB,-120.62912,35.66941,810.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2020-09-08 23:20:00.000000,CA,San Luis Obispo,LOX, 
280,Petaluma Municipal Airport,KO69,-122.6053,38.2578,89.0,10.0,1,America/Los_Angeles,2011-10-20 00:00:00.000000,2020-09-08 23:35:00.000000,CA,Sonoma,MTR, 
187,Pigeon Point Coast Guard Light Station,K93Q,-122.39375,37.18208,43.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.450749,2020-09-19 15:40:18.450749,CA,San Mateo,MTR, 
173,Pillar Pt / El Granda,K53Q,-122.5,37.5,131.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.450687,2020-09-19 15:40:18.450687,CA,San Mateo,MTR, 
255,Placerville Airport,KPVF,-120.7533,38.7242,2585.0,10.0,1,America/Los_Angeles,2010-03-04 00:00:00.000000,2020-09-08 07:55:00.000000,CA,El Dorado,STO, 
272,Point Arena,KPAA,-122.73,38.95,59.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.454728,2020-09-19 15:40:18.454728,CA,Lake,EKA, 
183,Point Arena Coast Guard Light Station,K89Q,-123.73333,38.95,59.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.450732,2020-09-19 15:40:18.450732,CA,Mendocino,EKA, 
271,Point Arguello,KPGU,-119.65,34.57,39.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.454724,2020-09-19 15:40:18.454724,CA,Santa Barbara,LOX, 
185,Point Blunt Coast Guard Light Station,K91Q,-122.41667,37.85,240.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.450740,2020-09-19 15:40:18.450741,CA,San Francisco,MTR, 
188,Point Bonita Coast Guard Light Station,K94Q,-122.51667,37.8,3.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.450753,2020-09-19 15:40:18.450753,CA,San Francisco,MTR, 
229,Point Cabrillo,KO72,-123.81667,39.35,66.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.451164,2020-09-19 15:40:18.451165,CA,Mendocino,EKA, 
212,Point Loma / Cabrillo,KL13,-117.48333,32.66667,364.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.451056,2020-09-19 15:40:18.451056,CA,,SGX, 
77,"Point Mugu, Naval Air Warfare Center",KNTD,-119.12167,34.12389,10.0,10.0,1,America/Los_Angeles,1998-12-15 00:00:00.000000,2020-09-08 22:52:00.000000,CA,Ventura,LOX, 
3,Point Piedras Blanca,K87Q,-121.28472,35.66556,56.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2005-06-07 21:45:00.000000,CA,San Luis Obispo,LOX, 
189,Point Pinos Coast Guard Light Station,K95Q,-121.93333,36.63333,20.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.450757,2020-09-19 15:40:18.450757,CA,Monterey,MTR, 
192,Point Reyes Coast Guard Station,K97Q,-123.01667,38.0,285.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.450769,2020-09-19 15:40:18.450770,CA,Marin,MTR, 
263,Point Reyes Vor,KPYE,-121.13,38.08,1467.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.454684,2020-09-19 15:40:18.454685,CA,San Joaquin,STO, 
226,Point Sur,KNNZ,-121.88333,36.3,112.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.451119,2020-09-19 15:40:18.451120,CA,Monterey,MTR, 
194,Port Chicago,K99Q,-122.03333,38.03333,39.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.450777,2020-09-19 15:40:18.450778,CA,Contra Costa,MTR, 
102,"Porterville, Porterville Municipal Airport",KPTV,-119.06667,36.03333,443.0,10.0,1,America/Los_Angeles,1998-07-14 00:00:00.000000,2020-09-08 23:20:00.000000,CA,Tulare,HNX, 
291,Prineville Airport,KS39,-120.9038,44.287,3250.0,10.0,1,America/Los_Angeles,2014-11-23 07:20:00.000000,2020-09-08 23:35:00.000000,OR,Crook,PDT, 
111,"Ramona, Ramona Airport",KRNM,-116.91583,33.0375,1391.0,10.0,1,America/Los_Angeles,1999-12-24 00:00:00.000000,2020-09-08 23:20:00.000000,CA,San Diego,SGX, 
274,Rancho Murieta,KRIU,-120.9,38.48,148.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.454735,2020-09-19 15:40:18.454736,CA,Amador,STO, 
104,"Red Bluff, Red Bluff Municipal Airport",KRBL,-122.25222,40.15056,348.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2020-09-08 23:20:00.000000,CA,Tehama,STO, 
106,Redding Municipal Airport,KRDD,-122.2977,40.51461,499.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2020-09-08 23:20:00.000000,CA,Shasta,STO, 
107,Redmond Roberts Field,KRDM,-121.14059,44.25588,3048.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2020-09-08 23:20:00.000000,OR,Deschutes,PDT, 
297,Reedley Municipal Airport,KO32,-119.45103,36.671,386.0,10.0,1,America/Los_Angeles,2018-08-02 18:05:00.000000,2020-09-08 23:25:00.000000,CA,Fresno,HNX, 
234,Reno Nexrad,KRGX,-119.46667,39.75,8399.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.451196,2020-09-19 15:40:18.451197,NV,Washoe,REV, 
112,"Reno, Reno Tahoe International Airport",KRNO,-119.76819,39.50776,4403.0,10.0,1,America/Los_Angeles,1997-01-01 00:00:00.000000,2020-09-08 23:20:00.000000,NV,Washoe,REV, 
279,Reno/Stead,KRTS,-119.8764,39.6682,5050.0,10.0,1,America/Los_Angeles,2011-09-28 00:00:00.000000,2020-09-08 23:35:00.000000,NV,Washoe,REV, 
193,Rio Vista Coast Guard Light Station,K98Q,-121.7,38.15,3.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.450773,2020-09-19 15:40:18.450774,CA,Solano,STO, 
110,Riverside / March Air Force Base,KRIV,-117.25,33.9,1539.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2020-09-08 22:58:00.000000,CA,Riverside,SGX, 
103,Riverside Municipal Airport,KRAL,-117.43491,33.95299,833.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2020-09-08 23:20:00.000000,CA,Riverside,SGX, 
58,Rogue Valley International Airport,KMFR,-122.87696,42.37503,1312.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2020-09-08 23:20:00.000000,OR,Jackson,MFR, 
108,Rome,KREO,-117.86458,42.59018,4055.0,10.0,1,America/Boise,1998-12-15 00:00:00.000000,2020-09-08 22:52:00.000000,OR,Malheur,BOI, 
96,Rome Automatic Meteorological Observing System,KP88,-117.65,42.9,3812.0,10.0,1,America/Boise,1997-04-12 00:00:00.000000,1997-04-12 18:15:00.000000,OR,Malheur,BOI, 
273,Romona,KL39,-115.08,33.03,1401.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.454732,2020-09-19 15:40:18.454732,CA,Imperial,PSR, 
105,Roseburg Regional Airport,KRBG,-123.3577,43.23368,499.0,10.0,1,America/Los_Angeles,1998-12-15 00:00:00.000000,2020-09-08 23:20:00.000000,OR,Douglas,MFR, 
113,Sacramento Executive Airport,KSAC,-121.49597,38.50674,16.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2020-09-08 23:20:00.000000,CA,Sacramento,STO, 
127,Sacramento International Airport,KSMF,-121.59479,38.70071,20.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2020-09-08 23:20:00.000000,CA,Sacramento,STO, 
59,Sacramento Mather Airport,KMHR,-121.28397,38.55996,92.0,10.0,1,America/Los_Angeles,1999-06-30 00:00:00.000000,2020-09-08 22:45:00.000000,CA,Sacramento,STO, 
202,Sacramento Nexrad Site,KDAX,-121.67769,38.5013,26.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.450872,2020-09-19 15:40:18.450873,CA,Yolo,STO, 
55,"Sacramento, Mcclellan Airfield Airport",KMCC,-121.4,38.66667,75.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2020-09-08 23:35:00.000000,CA,Sacramento,STO, 
265,Sacramento/Rfc,KRSA,-120.5,38.5,36.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.454695,2020-09-19 15:40:18.454696,CA,Amador,STO, 
264,Sacramento/Wfo,KSTO,-120.5,38.5,36.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.454688,2020-09-19 15:40:18.454689,CA,Amador,STO, 
125,Salem - Mcnary Field,KSLE,-123.00096,44.90493,207.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2020-09-08 23:21:00.000000,OR,Marion,PQR, 
131,"Salinas, Salinas Municipal Airport",KSNS,-121.60806,36.66361,82.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2020-09-08 23:20:00.000000,CA,Monterey,MTR, 
182,Samoa / Humboldt Bay,K88Q,-124.23333,40.76667,7.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.450727,2020-09-19 15:40:18.450728,CA,Humboldt,EKA, 
294,San Andreas Calaveras County Airport,KCPU,-120.6482,38.1461,1325.0,10.0,1,America/Los_Angeles,2016-06-28 21:03:00.000000,2020-09-08 23:35:00.000000,CA,Calaveras,STO, 
116,San Bernardino Intl. Airport,KSBD,-117.24705,34.09027,1086.0,10.0,1,America/Los_Angeles,2010-01-01 00:00:00.000000,2020-09-08 22:50:00.000000,CA,San Bernardino,SGX, 
132,San Carlos Airport,KSQL,-122.25,37.51667,3.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2020-09-08 22:50:00.000000,CA,San Mateo,MTR, 
211,San Clemente,KL10,-117.61667,33.41667,10.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.451052,2020-09-19 15:40:18.451052,CA,Orange,SGX, 
79,San Clemente Island Nalf,KNUC,-118.58266,33.0218,167.0,10.0,1,America/Los_Angeles,1998-10-01 00:00:00.000000,2020-09-08 22:56:00.000000,CA,Los Angeles,, 
114,San Diego International Airport,KSAN,-117.18306,32.73361,13.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2020-09-08 23:20:00.000000,CA,San Diego,SGX, 
120,"San Diego, Brown Field Municipal Airport",KSDM,-116.99306,32.57528,538.0,10.0,1,America/Los_Angeles,1998-12-15 00:00:00.000000,2020-09-08 23:20:00.000000,CA,San Diego,SGX, 
72,"San Diego, Miramar Mcas/Mitscher Field Airport",KNKX,-117.1425,32.86833,479.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2020-09-08 23:37:00.000000,CA,San Diego,SGX, 
65,"San Diego, Montgomery Field",KMYF,-117.13639,32.81444,420.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2020-09-08 23:20:00.000000,CA,San Diego,SGX, 
83,"San Diego, North Island, Naval Air Station",KNZY,-117.20889,32.69083,23.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2020-09-08 22:52:00.000000,CA,San Diego,SGX, 
266,San Diego/Wfo,KSGX,-116.83,32.73,30.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.454700,2020-09-19 15:40:18.454700,CA,San Diego,SGX, 
171,San Francisco Pbs,K51Q,-122.7,37.75,16.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.450675,2020-09-19 15:40:18.450675,CA,,MTR, 
122,"San Francisco, San Francisco International Airport",KSFO,-122.36558,37.61961,10.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2020-09-08 23:20:00.000000,CA,San Mateo,MTR, 
109,San Jose / Reid / Hillv,KRHV,-121.81667,37.33333,135.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2020-09-08 22:47:00.000000,CA,Santa Clara,MTR, 
124,"San Jose, San Jose International Airport",KSJC,-121.92417,37.35917,59.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2020-09-08 23:20:00.000000,CA,Santa Clara,MTR, 
117,"San Luis Obispo, San Luis Obispo County-Mc Chesney Field",KSBP,-120.63611,35.23611,207.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2020-09-08 23:20:00.000000,CA,San Luis Obispo,LOX, 
76,San Nicolas Island Naval Outlying Field,KNSI,-119.45588,33.23379,528.0,10.0,1,America/Los_Angeles,1998-10-01 00:00:00.000000,2020-09-08 23:12:00.000000,CA,Ventura,, 
119,Sandberg,KSDB,-118.72444,34.74361,4521.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2020-07-27 22:53:00.000000,CA,Los Angeles,LOX, 
267,Santa Barb(Vor),KRZS,-118.22996,34.52073,3392.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.454704,2020-09-19 15:40:18.454704,CA,Los Angeles,LOX, 
232,Santa Barbara Harbor,KP44,-119.7,34.4,26.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.451179,2020-09-19 15:40:18.451179,CA,Santa Barbara,LOX, 
115,"Santa Barbara, Santa Barbara Municipal Airport",KSBA,-119.84361,34.42611,10.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2020-09-08 23:20:00.000000,CA,Santa Barbara,LOX, 
215,Santa Catalina Island,KL27,-118.33333,33.33333,10.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.451068,2020-09-19 15:40:18.451068,CA,Los Angeles,LOX, 
179,Santa Cruz Harbor,K85Q,-122.0,36.96667,3.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.450712,2020-09-19 15:40:18.450713,CA,Santa Cruz,MTR, 
236,Santa Cruz Island,KSZN,-119.75,34.01667,33.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.451209,2020-09-19 15:40:18.451210,CA,Santa Barbara,, 
129,Santa Maria Public Airport/Capt G Allan Hancock Field,KSMX,-120.45212,34.89408,243.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2020-09-08 23:20:00.000000,CA,Santa Barbara,LOX, 
159,Santa Monica Pier,K1L2,-118.5,34.0,7.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.450586,2020-09-19 15:40:18.450587,CA,Los Angeles,LOX, 
128,"Santa Monica, Santa Monica Municipal Airport",KSMO,-118.45139,34.01583,174.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2020-09-08 23:20:00.000000,CA,Los Angeles,LOX, 
133,"Santa Rosa, Santa Rosa Sonoma County Airport",KSTS,-122.81667,38.5,125.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2020-09-08 23:20:00.000000,CA,Sonoma,MTR, 
209,"Santa Ynez, Santa Ynez Airport",KIZA,-120.07556,34.60694,673.0,10.0,1,America/Los_Angeles,2005-04-03 00:00:00.000000,2020-09-08 23:35:00.000000,CA,Santa Barbara,LOX, 
214,Scripps Pier / La Jol,KL21,-117.25,32.86667,13.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.451064,2020-09-19 15:40:18.451064,CA,San Diego,SGX, 
135,Sexton Summit,KSXT,-123.3656,42.6,3842.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2020-09-08 22:56:00.000000,OR,Josephine,MFR, 
84,Shelter Cove,KO87,-124.06667,40.01667,69.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2007-06-27 23:55:00.000000,CA,Humboldt,EKA, 
180,Siuslaw River Coast Guard Station,K85S,-124.11667,44.0,39.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.450717,2020-09-19 15:40:18.450717,OR,Lane,PQR, 
163,Solana Beach,K2L7,-117.26667,32.98333,16.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.450603,2020-09-19 15:40:18.450603,CA,San Diego,SGX, 
281,South County Airport Of Santa Clara County,KE16,-121.5968056,37.0815861,281.0,10.0,1,America/Los_Angeles,2011-11-10 00:00:00.000000,2020-09-08 23:30:00.000000,CA,Santa Clara,MTR, 
140,"South Lake Tahoe, Lake Tahoe Airport",KTVL,-119.99615,38.89836,6257.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2020-09-08 23:20:00.000000,CA,El Dorado,REV, 
91,Southwest Oregon Regional Airport,KOTH,-124.2437,43.41948,10.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2020-09-08 23:20:00.000000,OR,Coos,MFR, 
181,St George Reef Coast Guard Light Station,K86Q,-124.4,41.83333,148.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.450721,2020-09-19 15:40:18.450721,CA,Del Norte,MFR, 
118,"Stockton, Stockton Metropolitan Airport",KSCK,-121.22361,37.88972,30.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2020-09-08 23:20:00.000000,CA,San Joaquin,STO, 
153,Sunriver,KS21,-121.45,43.88333,4154.0,10.0,1,America/Los_Angeles,1999-03-03 00:00:00.000000,2020-09-08 23:35:00.000000,OR,Deschutes,PDT, 
1,Superior Valley Gunnery Range,K4SU,-117.1,36.33333,3156.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.442969,2020-09-19 15:40:18.442972,CA,Inyo,VEF, 
252,Tehachapi Municipal Airport,KTSP,-118.4392,35.135,4001.0,10.0,1,America/Los_Angeles,2010-01-19 00:00:00.000000,2020-09-08 23:35:00.000000,CA,Kern,HNX, 
221,Terminal Island,KL82,-118.26667,33.73333,33.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.451096,2020-09-19 15:40:18.451096,CA,Los Angeles,LOX, 
237,Tonopah Test Range,KTNX,-116.78333,37.8,5548.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.451214,2020-09-19 15:40:18.451214,NV,Nye,VEF, 
137,"Tonopah, Tonopah Airport",KTPH,-117.08722,38.06028,5426.0,10.0,1,America/Los_Angeles,1997-02-12 00:00:00.000000,2020-09-08 23:20:00.000000,NV,Nye,LKN, 
136,"Torrance, Zamperini Field Airport",KTOA,-118.33333,33.8,102.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2020-09-08 22:55:00.000000,CA,Los Angeles,LOX, 
302,Tracy Municipal Airport,KTCY,-121.44158,37.6889,193.0,10.0,1,America/Los_Angeles,2018-11-05 22:05:00.000000,2020-09-08 23:35:00.000000,CA,San Joaquin,STO, 
166,Treasure Island,K3O6,-122.36667,37.8,26.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.450648,2020-09-19 15:40:18.450648,CA,San Francisco,MTR, 
191,Trinidad Head Coast Guard Light Station,K96Q,-124.15,41.05,190.0,10.0,1,America/Los_Angeles,2020-09-19 15:40:18.450765,2020-09-19 15:40:18.450766,CA,Humboldt,EKA, 
285,Trinity Center,KO86,-122.69342,40.98452,2385.0,10.0,1,America/Los_Angeles,2012-03-19 00:00:00.000000,2020-09-08 23:35:00.000000,CA,Trinity,EKA, 
138,Truckee-Tahoe,KTRK,-120.13333,39.31667,5899.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,2020-09-08 20:45:00.000000,CA,Nevada,REV, 
78,Tustin Mcas,KNTK,-117.83,33.7,56.0,10.0,1,America/Los_Angeles,1997-04-12 00:00:00.000000,1999-06-30 01:45:00.000000,CA,Orange,SGX, 
